name,winery,vintage,grape,grape_pct,type,country,region,subregion,abv,price,currency,sweetness,acidity,tannin,body,fruitiness,description,image_url,source_site,source_url,source_product_id
RELAX Riesling,RELAX,,Riesling,,white,Germany,Mosel,Mosel,9.5,12.99,USD,3,4,1,2,5,"Fruity, slightly sweet Riesling with apple, peach and citrus; moderate residual sugar is balanced by lively acidity.",/wines/relax-relax-riesling-nv.webp,RELAX Wines,https://relaxwines.com/wines/riesling/,relax-riesling
Willi Schaefer Graacher Himmelreich Riesling Kabinett,Willi Schaefer,2025,Riesling,,white,Germany,Mosel,Graacher Himmelreich,8,29.9,EUR,3,4,1,2,3,"Delicate restsüß Kabinett with precise fruit, mineral character and a strong sweetness-acidity balance.",/wines/willi-schaefer-willi-schaefer-graacher-himmelreich-riesling-kabinett-2025.webp,Willi Schaefer,https://www.weingut-willi-schaefer.de/en/press/,willi-schaefer-himmelreich-kabinett-2025
Willi Schaefer Graacher Domprobst Riesling Kabinett #03,Willi Schaefer,2025,Riesling,,white,Germany,Mosel,Graacher Domprobst,8,29.9,EUR,4,4,1,1,3,"Fine sweet Kabinett emphasizing clarity, fruit and mineral acidity rather than weight.",/wines/willi-schaefer-willi-schaefer-graacher-domprobst-riesling-kabinett-03-2025.webp,Willi Schaefer,https://www.weingut-willi-schaefer.de/en/press/,willi-schaefer-domprobst-kabinett-03-2025
Willi Schaefer Graacher Himmelreich Riesling Spätlese,Willi Schaefer,2025,Riesling,,white,Germany,Mosel,Graacher Himmelreich,7.5,39,EUR,4,5,1,3,4,Sweet Spätlese with ripe fruit and a highly energetic acid backbone.,/wines/willi-schaefer-willi-schaefer-graacher-himmelreich-riesling-spatlese-2025.webp,Willi Schaefer,https://www.weingut-willi-schaefer.de/en/press/,willi-schaefer-himmelreich-spatlese-2025
Willi Schaefer Graacher Domprobst Riesling Spätlese #05,Willi Schaefer,2025,Riesling,,white,Germany,Mosel,Graacher Domprobst,7.5,42,EUR,4,4,1,3,3,"Concentrated sweet Spätlese combining ripe fruit, mineral depth and firm Mosel acidity.",/wines/willi-schaefer-willi-schaefer-graacher-domprobst-riesling-spatlese-05-2025.webp,Willi Schaefer,https://www.weingut-willi-schaefer.de/en/press/,willi-schaefer-domprobst-spatlese-05-2025
Château d'Yquem,Château d'Yquem,2023,Semillon;Sauvignon Blanc,;,dessert,France,Bordeaux,Sauternes,13.5,242.71,USD,5,4,1,5,5,"Exceptionally concentrated Sauternes with luscious botrytized fruit, citrus and floral complexity balanced by fresh acidity.",/wines/chateau-d-yquem-chateau-d-yquem-2023.webp,Château d'Yquem,https://www.yquem.fr/en,chateau-dyquem-2023
Château Suduiraut,Château Suduiraut,2021,Semillon,,dessert,France,Bordeaux,Sauternes,14,90,USD,5,4,1,4,5,"100% Sémillon Sauternes with floral, candied and roasted-fruit complexity, rich texture and persistent freshness.",/wines/chateau-suduiraut-chateau-suduiraut-2021.webp,Château Suduiraut,https://www.suduiraut.com/pdf/vin/en/chateau-suduiraut-2021-63.pdf,chateau-suduiraut-2021
Château Rieussec,Château Rieussec,2021,Semillon;Sauvignon Blanc,91.0;9.0,dessert,France,Bordeaux,Sauternes,14,208,CAD,5,4,1,4,5,"Rich Sauternes showing dried fruit, roasted pineapple, papaya and mango with a smooth but fresh finish.",/wines/chateau-rieussec-chateau-rieussec-2021.webp,Château Rieussec,https://rieussecaparisdiary.lafite.com/,chateau-rieussec-2021
Château Coutet,Château Coutet,2024,Semillon;Sauvignon Blanc;Muscadelle,98.9;1.0;0.1,dessert,France,Bordeaux,Barsac,13.5,45.38,USD,5,4,1,4,3,"Lively Barsac with white blossom, citrus, honey and vanilla that develops toward candied and tropical fruit.",/wines/chateau-coutet-chateau-coutet-2024.webp,Château Coutet,https://www.chateaucoutet.com/en/the-wines/chateau-coutet/,chateau-coutet-2024
Château Climens,Château Climens,2023,Semillon,,dessert,France,Bordeaux,Barsac,13.5,150,EUR,5,4,1,4,3,"Concentrated Barsac from Sémillon, known for intense sweetness, citrus-toned freshness and long-lived complexity.",/wines/chateau-climens-chateau-climens-2023.webp,Château Climens,https://chateau-climens.com/en/,chateau-climens-2023
Château Guiraud,Château Guiraud,2021,Semillon;Sauvignon Blanc,65.0;35.0,dessert,France,Bordeaux,Sauternes,13.5,52,USD,4,4,1,4,2,"Dense Sauternes with exotic and floral notes, pronounced sweetness and notable freshness.",/wines/chateau-guiraud-chateau-guiraud-2021.webp,Château Guiraud,https://www.chateauguiraud.com/en,chateau-guiraud-2021
Château Doisy-Daëne,Château Doisy-Daëne,2022,Semillon;Sauvignon Blanc,;,dessert,France,Bordeaux,Barsac,13.5,54.3,USD,4,4,1,4,4,"Sweet Barsac with aromatic, concentrated fruit and the fresh acidity characteristic of the appellation.",/wines/chateau-doisy-daene-chateau-doisy-daene-2022.webp,Barsac,https://www.barsac.fr/chateau-doisy-daene/,chateau-doisy-daene-2022
Château Lafaurie-Peyraguey,Château Lafaurie-Peyraguey,2022,Semillon;Sauvignon Blanc;Muscadelle,;;,dessert,France,Bordeaux,Sauternes,13,92.48,EUR,4,4,1,4,3,"Concentrated Sauternes with citrus, acacia and mint-like freshness supporting a rich sweet palate.",/wines/chateau-lafaurie-peyraguey-chateau-lafaurie-peyraguey-2022.webp,Château Lafaurie-Peyraguey,https://www.lafauriepeyragueylalique.com/en/the-domain/vineyard/,chateau-lafaurie-peyraguey-2022
Château de Fargues,Château de Fargues,2022,Semillon;Sauvignon Blanc,;,dessert,France,Bordeaux,Sauternes,13.5,75,EUR,5,4,1,4,4,Luxurious Sauternes balancing candied fruit and floral richness with mineral freshness and acidity.,/wines/chateau-de-fargues-chateau-de-fargues-2022.webp,Château de Fargues,https://www.chateaudefargues.com/en/wine/,chateau-de-fargues-2022
Château Bastor-Lamontagne,Château Bastor-Lamontagne,2019,Semillon;Sauvignon Blanc,;,dessert,France,Bordeaux,Sauternes,13,29,EUR,4,4,1,4,4,"Sweet Sauternes with orange, mango, honey and spice character and a comparatively fresh, approachable profile.",/wines/chateau-bastor-lamontagne-chateau-bastor-lamontagne-2019.webp,Château Bastor-Lamontagne,https://www.chateaubastorlamontagne.fr/,chateau-bastor-lamontagne-2019
Royal Tokaji Aszú 5 Puttonyos,Royal Tokaji,2018,Furmint;Harslevelu;Sarga Muskotaly,;;,dessert,Hungary,Tokaj,Tokaj,11.5,63,USD,5,5,1,4,3,"Very sweet Aszú with grapefruit, apricot, spice and floral notes; rich concentration is sharpened by high acidity.",/wines/royal-tokaji-royal-tokaji-aszu-5-puttonyos-2018.webp,Royal Tokaji,https://royal-tokaji.com/portfolio/royal-tokaji-aszu-5-puttonyos-2018/,royal-tokaji-aszu-5-puttonyos-2018
Grand Tokaj Terroir Selection 5 Puttonyos Aszú,Grand Tokaj,2019,Furmint;Harslevelu,;,dessert,Hungary,Tokaj,Tokaj,9.5,10990,HUF,5,5,1,4,5,"Classic Tokaji Aszú with intensely sweet botrytized fruit, substantial concentration and high balancing acidity.",/wines/grand-tokaj-grand-tokaj-terroir-selection-5-puttonyos-aszu-2019.webp,Grand Tokaj,https://grandtokaj.com/en/our-wines/,grand-tokaj-terroir-5-puttonyos-2019
Grand Tokaj Classic Selection 5 Puttonyos Aszú,Grand Tokaj,2019,Furmint;Harslevelu,;,dessert,Hungary,Tokaj,Tokaj,10.7,7590,HUF,5,4,1,4,4,Rich five-puttonyos Aszú combining dried and ripe fruit sweetness with vibrant Tokaj acidity.,/wines/grand-tokaj-grand-tokaj-classic-selection-5-puttonyos-aszu-2019.webp,Grand Tokaj,https://grandtokaj.com/en/our-wines/,grand-tokaj-classic-5-puttonyos-2019
Grand Tokaj Terroir Selection Sweet Szamorodni,Grand Tokaj,2021,Furmint;Harslevelu;Muscat Blanc,;;,dessert,Hungary,Tokaj,Tokaj,10.2,3990,HUF,4,4,1,4,4,"Sweet Szamorodni with botrytized fruit, aromatic Muscat lift and firm acidity that keeps the palate lively.",/wines/grand-tokaj-grand-tokaj-terroir-selection-sweet-szamorodni-2021.webp,Grand Tokaj,https://grandtokaj.com/en/our-wines/,grand-tokaj-terroir-sweet-szamorodni-2021
Grand Tokaj Classic Selection Sweet Szamorodni,Grand Tokaj,2021,Furmint;Harslevelu;Muscat Blanc,;;,dessert,Hungary,Tokaj,Tokaj,10.8,2590,HUF,4,4,1,4,4,"Sweet Tokaji with ripe and dried fruit character, floral aromatics and a fresh acid backbone.",/wines/grand-tokaj-grand-tokaj-classic-selection-sweet-szamorodni-2021.webp,Grand Tokaj,https://grandtokaj.com/en/our-wines/,grand-tokaj-classic-sweet-szamorodni-2021
Inniskillin Vidal Icewine VQA,Inniskillin,,Vidal,,dessert,Canada,Ontario,Niagara Peninsula,9.5,59.98,CAD,5,5,1,4,5,"Intensely sweet Vidal Icewine with mango, apricot, honey, peach and candied brown sugar cut by crisp acidity.",/wines/inniskillin-inniskillin-vidal-icewine-vqa-nv.webp,Inniskillin,https://www.inniskillin.com/products/icewine/,inniskillin-vidal-icewine
Inniskillin Riesling Icewine VQA,Inniskillin,,Riesling,,dessert,Canada,Ontario,Niagara Peninsula,9.5,90.49,CAD,5,5,1,4,5,"Concentrated Riesling Icewine with tropical fruit, lemon and lime flavors plus very high refreshing acidity.",/wines/inniskillin-inniskillin-riesling-icewine-vqa-nv.webp,Inniskillin,https://www.inniskillin.com/products/white/inniskillin-riesling-icewine-200-ml/,inniskillin-riesling-icewine
Inniskillin Cabernet Franc Icewine VQA,Inniskillin,,Cabernet Franc,,dessert,Canada,Ontario,Niagara Peninsula,9.5,124.39,CAD,5,4,2,4,5,"Rich red Icewine with rhubarb, raspberry, cherry and strawberry-cream character supported by bright acidity.",/wines/inniskillin-inniskillin-cabernet-franc-icewine-vqa-nv.webp,Inniskillin,https://www.inniskillin.com/products/red/inniskillin-cabernet-franc-icewine-375-ml/,inniskillin-cabernet-franc-icewine
Inniskillin Sparkling Cabernet Franc Icewine VQA,Inniskillin,,Cabernet Franc,,sparkling,Canada,Ontario,Niagara Peninsula,9.5,130.04,CAD,5,5,2,4,5,"Sparkling Icewine with strawberry, cherry and rhubarb concentration, pronounced sweetness and crisp acidity.",/wines/inniskillin-inniskillin-sparkling-cabernet-franc-icewine-vqa-nv.webp,Inniskillin,https://www.inniskillin.com/products/icewine/inniskillin-sparkling-cabernet-franc-icewine-375-ml/,inniskillin-sparkling-cabernet-franc-icewine
Pillitteri Reserve Vidal Icewine,Pillitteri Estates Winery,2016,Vidal,,dessert,Canada,Ontario,Niagara-on-the-Lake,11,50,CAD,5,4,1,4,5,"Very sweet Vidal Icewine with pear, lychee syrup, candied citrus, peach and tropical spice balanced by cleansing acidity.",/wines/pillitteri-estates-winery-pillitteri-reserve-vidal-icewine-2016.webp,Pillitteri Estates,https://store.pillitteri.com/products/reserve-vidal-icewine-200ml,pillitteri-reserve-vidal-icewine-2016
Graham's Six Grapes Reserve Ruby Port,Graham's,,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinta Barroca;Tinta Cao,;;;;,fortified,Portugal,Douro,Douro Valley,19.5,26.99,USD,4,3,4,5,5,"Full, fruit-driven reserve Ruby Port with ripe plum, cherry and dark berry intensity over firm structure.",/wines/graham-s-graham-s-six-grapes-reserve-ruby-port-nv.webp,Graham's,https://www.grahams-port.com/wine/six-grapes/5,grahams-six-grapes
Graham's The Tawny,Graham's,,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinta Barroca;Tinta Cao,;;;;,fortified,Portugal,Douro,Douro Valley,20,24.99,USD,4,3,2,4,2,"Smooth Tawny Port emphasizing mature red fruit, nuts and gentle oxidative complexity.",/wines/graham-s-graham-s-the-tawny-nv.webp,Graham's,https://www.grahams-port.com/wines,grahams-the-tawny
Graham's 30 Years Old Tawny Port,Graham's,,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinta Barroca;Tinta Cao,;;;;,fortified,Portugal,Douro,Douro Valley,20,145.99,USD,4,4,1,4,3,"Deeply mature thirty-year Tawny with concentrated dried fruit, nuts, caramelized complexity and balancing freshness.",/wines/graham-s-graham-s-30-years-old-tawny-port-nv.webp,Graham's,https://www.grahams-port.com/wines,grahams-30-year-tawny
Graham's Fine Ruby Port,Graham's,,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinta Barroca;Tinta Cao,;;;;,fortified,Portugal,Douro,Douro Valley,19,16.49,USD,4,3,3,4,4,Youthful sweet Ruby Port centered on ripe red and black fruit with moderate structure.,/wines/graham-s-graham-s-fine-ruby-port-nv.webp,Graham's,https://www.grahams-port.com/wines,grahams-fine-ruby
Graham's Fine Tawny Port,Graham's,,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinta Barroca;Tinta Cao,;;;;,fortified,Portugal,Douro,Douro Valley,19,16.99,USD,4,3,1,3,2,"Accessible sweet Tawny with softened fruit, nutty notes and lighter oxidative character.",/wines/graham-s-graham-s-fine-tawny-port-nv.webp,Graham's,https://www.grahams-port.com/wines,grahams-fine-tawny
Graham's Fine White Port,Graham's,,Malvasia Fina;Viosinho;Rabigato;Codega do Larinho;Moscatel Galego Branco,;;;;,fortified,Portugal,Douro,Douro Valley,19,19.99,USD,4,4,1,3,4,"Sweet White Port with ripe orchard and citrus fruit, moderate richness and fresh acidity.",/wines/graham-s-graham-s-fine-white-port-nv.webp,Graham's,https://www.grahams-port.com/wines,grahams-fine-white
Graham's Late Bottled Vintage Port,Graham's,2019,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinta Barroca;Tinta Cao,;;;;,fortified,Portugal,Douro,Douro Valley,19.5,28.97,USD,4,3,4,4,4,"Dense LBV Port with sweet concentrated dark fruit, substantial structure and a long finish.",/wines/graham-s-graham-s-late-bottled-vintage-port-2019.webp,Graham's,https://www.grahams-port.com/wines,grahams-lbv-2019
Fonseca Bin 27 Reserve Port,Fonseca,,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinta Barroca;Tinta Cao,;;;;,fortified,Portugal,Douro,Douro Valley,20,23,USD,4,3,2,5,5,"Full and rounded reserve Port with blackberry, cassis, cherry, plum and spice over soft velvety tannins.",/wines/fonseca-fonseca-bin-27-reserve-port-nv.webp,Fonseca,https://fonseca.pt/en/port-wine/full-bodied-and-fruity/bin27,fonseca-bin-27
Taylor Fladgate Late Bottled Vintage Port,Taylor Fladgate,2020,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinta Barroca;Tinta Cao,;;;;,fortified,Portugal,Douro,Douro Valley,20,24.97,USD,4,3,4,4,4,"Rich LBV Port with concentrated berry fruit, sweetness and firm tannic structure.",/wines/taylor-fladgate-taylor-fladgate-late-bottled-vintage-port-2020.webp,Taylor Fladgate,https://www.taylor.pt/us/port-wine/late-bottled-vintage,taylor-fladgate-lbv-2020
Dow's Late Bottled Vintage Port,Dow's,2020,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinta Barroca;Tinta Cao,;;;;,fortified,Portugal,Douro,Douro Valley,20,21.98,USD,4,3,4,5,3,"Full, generous LBV with dark fruit and peppery tannins, finishing slightly drier than many Ports.",/wines/dow-s-dow-s-late-bottled-vintage-port-2020.webp,Dow's,https://www.dows-port.com/wine-cat/late-bottled-vintage?year=2020,dows-lbv-2020
Sandeman Founder's Reserve Port,Sandeman,,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinta Barroca;Tinta Cao,;;;;,fortified,Portugal,Douro,Douro Valley,20,16,USD,5,3,2,4,4,"Rich reserve Port with abundant red fruit, powerful sweetness and a rounded palate.",/wines/sandeman-sandeman-founder-s-reserve-port-nv.webp,Sandeman,https://www.sandeman.com/port-wine/ruby/porto-founders-reserve-2020/,sandeman-founders-reserve
Cockburn's Special Reserve Port,Cockburn's,,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinta Barroca;Tinta Cao,;;;;,fortified,Portugal,Douro,Douro Valley,20,16,USD,4,3,2,4,3,"Sweet reserve Port with youthful dark fruit, peppery spice, soft texture and velvety weight.",/wines/cockburn-s-cockburn-s-special-reserve-port-nv.webp,Cockburn's,https://www.cockburns.com/wine/cockburn-s-special-reserve/1,cockburns-special-reserve
Quinta do Noval Black Reserve Port,Quinta do Noval,,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinto Cao;Sousao,;;;;,fortified,Portugal,Douro,Douro Valley,19.5,21.99,USD,4,3,2,4,4,"Modern reserve Port with generous ripe fruit, smooth texture and rich sweet character.",/wines/quinta-do-noval-quinta-do-noval-black-reserve-port-nv.webp,Quinta do Noval,https://www.quintadonoval.com/en/vin/22/noval-black-reserve,quinta-do-noval-black
Lustau Pedro Ximénez San Emilio,Lustau,,Pedro Ximenez,,fortified,Spain,Andalusia,Jerez,17,24.6,EUR,5,2,1,4,5,"Very sweet Pedro Ximénez with fig, raisin and date aromas, a dense velvety palate and long finish.",/wines/lustau-lustau-pedro-ximenez-san-emilio-nv.webp,Lustau,https://lustau.es/en/coleccion/sherry-wines%2Csolera-familiar-en/pedro-ximenez-san-emilio/,lustau-px-san-emilio
Lustau Pedro Ximénez VORS 30 Years,Lustau,,Pedro Ximenez,,fortified,Spain,Andalusia,Jerez,15,69.85,EUR,5,3,1,5,3,"Extremely concentrated aged Pedro Ximénez with deep dried-fruit, molasses and oxidative complexity.",/wines/lustau-lustau-pedro-ximenez-vors-30-years-nv.webp,Lustau,https://lustau.es/en/shop/estilo/pedro-ximenez-en/,lustau-px-vors-30
Lustau Pedro Ximénez Murillo Centenario,Lustau,,Pedro Ximenez,,fortified,Spain,Andalusia,Jerez,17,27.35,EUR,5,3,1,5,5,"Mature sweet Pedro Ximénez with intense raisin, fig and dark caramel notes and a full syrupy texture.",/wines/lustau-lustau-pedro-ximenez-murillo-centenario-nv.webp,Lustau,https://lustau.es/en/shop/estilo/pedro-ximenez-en/,lustau-px-murillo-centenario
Lustau East India Solera,Lustau,,Palomino;Pedro Ximenez,;,fortified,Spain,Andalusia,Jerez,20,23,EUR,4,3,1,4,3,Sweet cream Sherry marrying mature Palomino nuttiness with Pedro Ximénez richness and dried-fruit character.,/wines/lustau-lustau-east-india-solera-nv.webp,Lustau,https://lustau.es/en/range/sherry-wines/,lustau-east-india-solera
González Byass Néctar Pedro Ximénez,González Byass,,Pedro Ximenez,,fortified,Spain,Andalusia,Jerez,15,29.99,USD,5,3,1,4,5,"Dense sweet Pedro Ximénez with fig, date and raisin flavors, silky texture and enough acidity for balance.",/wines/gonzalez-byass-gonzalez-byass-nectar-pedro-ximenez-nv.webp,González Byass,https://www.gonzalezbyass.com/en/wineries-brands/gonzalez-byass-0,gonzalez-byass-nectar-px
González Byass Solera 1847,González Byass,,Palomino Fino;Pedro Ximenez,75.0;25.0,fortified,Spain,Andalusia,Jerez,18,22.99,USD,4,3,2,4,2,"Sweet cream Sherry with raisin, vanilla, oak and hazelnut leading to dates and caramel on a smooth palate.",/wines/gonzalez-byass-gonzalez-byass-solera-1847-nv.webp,González Byass,https://www.gonzalezbyass.com/en/wineries-brands/gonzalez-byass-0,gonzalez-byass-solera-1847
Osborne Pedro Ximénez 1827,Osborne,,Pedro Ximenez,,fortified,Spain,Andalusia,Jerez,17,27.97,USD,5,2,1,5,5,"Very sweet full-bodied PX with raisins, figs, dates, coffee and oak over a velvety texture.",/wines/osborne-osborne-pedro-ximenez-1827-nv.webp,Osborne,https://portfolio.osborneinternationalsite.com/pdf/catalogue.pdf,osborne-px-1827
Broadbent 10 Year Old Malmsey Madeira,Broadbent,,Malvasia,,fortified,Portugal,Madeira,Madeira,19,52.97,USD,4,4,1,4,2,"Rich sweet Madeira with toffee, mandarin and floral notes, lifted by Madeira's characteristic acidity.",/wines/broadbent-broadbent-10-year-old-malmsey-madeira-nv.webp,Broadbent,https://broadbent.com/producers/broadbent-madeira/,broadbent-10-year-malmsey
Broadbent 10 Year Boal Madeira,Broadbent,,Boal,,fortified,Portugal,Madeira,Madeira,19,54.99,USD,3,4,1,4,2,"Medium-sweet Madeira with toffee, cocoa and pecan character balanced by lively acidity.",/wines/broadbent-broadbent-10-year-boal-madeira-nv.webp,Broadbent,https://broadbent.com/producers/broadbent-madeira/,broadbent-10-year-boal
Broadbent 3 Year Fine Rich Sweet Madeira,Broadbent,,Tinta Negra,,fortified,Portugal,Madeira,Madeira,19,36.97,USD,4,4,1,5,2,"Full-bodied sweet Madeira with grapefruit, coffee, caramel, molasses and spice.",/wines/broadbent-broadbent-3-year-fine-rich-sweet-madeira-nv.webp,Broadbent,https://broadbent.com/producers/broadbent-madeira/,broadbent-3-year-fine-rich
Bartenura Sparkling Moscato Rosé,Bartenura,,Moscato,,sparkling,Italy,Piedmont,Asti,7.5,19.99,USD,4,4,1,2,3,"Sweet sparkling rosé with bright aromatic fruit, floral notes and refreshing bubbles.",/wines/bartenura-bartenura-sparkling-moscato-rose-nv.webp,Bartenura,https://www.bartenurawines.com/all-wines.html,bartenura-sparkling-moscato-rose
Bartenura Brachetto,Bartenura,,Brachetto,,sparkling,Italy,Piedmont,Asti,6,17.99,USD,4,4,1,2,3,Sweet low-alcohol Brachetto with fragrant berry and floral character in a lively red sparkling style.,/wines/bartenura-bartenura-brachetto-nv.webp,Bartenura,https://www.bartenurawines.com/all-wines.html,bartenura-brachetto
Risata Pink Moscato,Risata,,Moscato,,rosé,Italy,Piedmont,Northern Italy,5.5,15.99,USD,4,4,1,2,4,"Sweet, juicy pink Moscato with red-fruit character, floral aromatics and gentle effervescence.",/wines/risata-risata-pink-moscato-nv.webp,Risata,https://www.risatawines.com/our-wines/,risata-pink-moscato
Risata Red Moscato,Risata,,Moscato;Brachetto;Malvasia Rosso,85.0;10.0;5.0,red,Italy,Piedmont,Northern Italy,5.5,15.99,USD,4,3,2,2,4,"Sweet, creamy and effervescent red Moscato emphasizing ripe berry fruit.",/wines/risata-risata-red-moscato-nv.webp,Risata,https://www.risatawines.com/our-wines/,risata-red-moscato
Barefoot Pink Moscato,Barefoot,,Moscato,,rosé,United States,California,Modesto,9,6.99,USD,4,3,1,2,5,"Deliciously sweet pink Moscato with cherry, raspberry and pomegranate-like red fruit.",/wines/barefoot-barefoot-pink-moscato-nv.webp,Barefoot,https://www.barefootwine.com/shop/wines/,barefoot-pink-moscato
[yellow tail] Pink Moscato,[yellow tail],,Moscato,,rosé,Australia,South Eastern Australia,South Eastern Australia,7.5,6.49,USD,4,5,1,2,5,"Sweet lightly fizzy rosé with strawberry, musk, pomegranate, red apple and a fresh crisp finish.",/wines/yellow-tail-yellow-tail-pink-moscato-nv.webp,[yellow tail],https://www.yellowtailwine.com/int/product/pink-moscato-2/,yellow-tail-pink-moscato
Quady Essensia Orange Muscat,Quady Winery,2023,Orange Muscat,,dessert,United States,California,San Joaquin Valley,15,24,USD,4,4,1,4,5,"Fortified sweet Orange Muscat with intense citrus blossom, orange marmalade and spice balanced by fresh acidity.",/wines/quady-winery-quady-essensia-orange-muscat-2023.webp,Quady Winery,https://www.quadywinery.com/press-trade/,quady-essensia-2023
Quady Elysium Black Muscat,Quady Winery,2023,Black Muscat,,dessert,United States,California,San Joaquin Valley,15,24,USD,4,4,1,4,5,"Lush fortified dessert wine with rose, boysenberry, cherry and berry-preserve flavors plus balancing fruit acidity.",/wines/quady-winery-quady-elysium-black-muscat-2023.webp,Quady Winery,https://www.quadywinery.com/press-trade/,quady-elysium-2023
Quady Electra Moscato,Quady Winery,2023,Orange Muscat;Muscat Canelli,75.0;25.0,white,United States,California,San Joaquin Valley,4.5,12.99,USD,4,5,1,1,5,"Sweet low-alcohol Moscato with citrus, peach, melon and wildflowers; delicate bubbles and elevated acidity keep it crisp.",/wines/quady-winery-quady-electra-moscato-2023.webp,Quady Winery,https://www.quadywinery.com/wp-content/uploads/2025/12/SellSheet_ET22.pdf,quady-electra-2023
Quady Red Electra Moscato,Quady Winery,2024,Black Muscat;Orange Muscat;Muscat Canelli,;;,red,United States,California,San Joaquin Valley,5.5,12.99,USD,5,4,1,2,5,"Very sweet frizzante red Moscato with sun-ripened cherry, berry and tart pomegranate character.",/wines/quady-winery-quady-red-electra-moscato-2024.webp,Quady Winery,https://www.quadywinery.com/press-trade/,quady-red-electra-2024
Quady Electra Moscato Rosé,Quady Winery,2023,Black Muscat;Orange Muscat;Muscat Canelli,;;,rosé,United States,California,San Joaquin Valley,5.5,12.99,USD,4,5,1,2,5,"Delicately sweet frizzante rosé with strawberry, dragon fruit, floral Muscat aromas and bright zesty acidity.",/wines/quady-winery-quady-electra-moscato-rose-2023.webp,Quady Winery,https://www.quadywinery.com/wp-content/uploads/2026/01/SellSheet_EP23_2026.pdf,quady-electra-rose-2023
Quady Starboard Batch 88,Quady Winery,,Tinta Roriz;Tinta Cao;Tinta Amarela;Touriga Nacional;Tinta Francesca;Tinta Barocca;Bastardo,;;;;;;,fortified,United States,California,San Joaquin Valley,20,24.99,USD,4,3,3,4,4,"Sweet port-style fortified wine with ripe fruit, chocolate raisin, dried fig and nutty maturity.",/wines/quady-winery-quady-starboard-batch-88-nv.webp,Quady Winery,https://www.quadywinery.com/trade-items/sell-sheets/StarboardBatch880218.pdf,quady-starboard-batch-88
Medici Ermete Bocciolo Lambrusco Grasparossa Sweet,Medici Ermete,2025,Lambrusco Grasparossa,,sparkling,Italy,Emilia-Romagna,Reggio Emilia,7.5,7.5,EUR,4,4,2,3,4,"Sweet ruby sparkling Lambrusco with violet, persistent fruit and a fresh lively palate; about 67 g/L residual sugar.",/wines/medici-ermete-medici-ermete-bocciolo-lambrusco-grasparossa-sweet-2025.webp,Medici Ermete,https://www.medici.it/en/prodotti/bocciolo-2/,medici-bocciolo-2025
Medici Ermete Nebbie d'Autunno Malvasia Sweet,Medici Ermete,2025,Malvasia di Candia,,sparkling,Italy,Emilia-Romagna,Reggio Emilia,4,7.5,EUR,5,4,1,1,4,"Very sweet, low-alcohol partially fermented Malvasia with intense aromatics, freshness and roughly 114 g/L residual sugar.",/wines/medici-ermete-medici-ermete-nebbie-d-autunno-malvasia-sweet-2025.webp,Medici Ermete,https://www.medici.it/en/prodotti/nebbie-dautunno-malvasia-sweet/,medici-nebbie-dautunno-2025
Klein Constantia Vin de Constance,Klein Constantia,2021,Muscat de Frontignan,,dessert,South Africa,Western Cape,Constantia,14,1575,ZAR,5,4,1,4,4,"Historic sweet Muscat with citrus marmalade and frangipani aromas, full-bodied concentration and excellent acidity.",/wines/klein-constantia-klein-constantia-vin-de-constance-2021.webp,Klein Constantia,https://www.kleinconstantia.com/product/vin-de-constance-2021/,klein-constantia-vin-de-constance-2021
Inniskillin 50th Anniversary Single Vineyard Riesling Icewine,Inniskillin,2024,Riesling,,dessert,Canada,Ontario,Niagara River,9.5,176.96,CAD,5,4,1,4,5,"Concentrated Riesling Icewine with citrus, lemongrass, honeydew and lime, supported by vivid fresh acidity.",/wines/inniskillin-inniskillin-50th-anniversary-single-vineyard-riesling-icewine-2024.webp,Inniskillin,https://www.inniskillin.com/series/50th-anniversary/inniskillin-50th-anniversary-edition-single-vineyard-riesling-icewine/,inniskillin-50th-riesling-icewine-2024
Konzelmann Vidal Icewine,Konzelmann Estate Winery,2022,Vidal,,dessert,Canada,Ontario,Niagara-on-the-Lake,9.5,49.95,CAD,4,5,1,4,5,"Sweet Vidal Icewine with tangerine, zesty lemon and honey character plus concentrated fruit and high acidity.",/wines/konzelmann-estate-winery-konzelmann-vidal-icewine-2022.webp,Konzelmann Estate Winery,https://store.konzelmann.ca/collection/icewine/,konzelmann-vidal-icewine-2022
